row_identifier,chosen_fdc_id,resolver_note
01010322:PHYTCPPI,604461,"auto-resolved: all 5 candidate Food rows for ""Raley's BROWN RICE"" share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010324:PHYTCPPI,1177050,"auto-resolved: all 2 candidate Food rows for 'The J.M. Smucker Company GERMINATED BROWN RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010325:PHYTCPPI,1177050,"auto-resolved: all 2 candidate Food rows for 'The J.M. Smucker Company GERMINATED BROWN RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010326:PHYTCPPI,1177050,"auto-resolved: all 2 candidate Food rows for 'The J.M. Smucker Company GERMINATED BROWN RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010327:PHYTCPPI,1177050,"auto-resolved: all 2 candidate Food rows for 'The J.M. Smucker Company GERMINATED BROWN RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010329:PHYTCPPI,1177050,"auto-resolved: all 2 candidate Food rows for 'The J.M. Smucker Company GERMINATED BROWN RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01010339:PHYTCPPI,532005,"auto-resolved: all 2 candidate Food rows for 'HINODE CALROSE WHITE RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01030035:IP6,472735,"auto-resolved: all 4 candidate Food rows for 'Meijer, Inc. WHEAT FRENCH BREAD' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01030120:PHYTCPP,2588070,"auto-resolved: all 4 candidate Food rows for 'Echo Lake Foods Whole Wheat Pancakes' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01030219:PHYTCPPI,517400,"auto-resolved: all 3 candidate Food rows for 'Baker Miller, LLC WHEAT FLOUR' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060001:PP-,733870,"auto-resolved: all 3 candidate Food rows for ""Bob's Red Mill Natural Foods, Inc. WHOLE GRAIN AMARANTH FLOUR"" share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060081:IP6,1809715,"auto-resolved: all 2 candidate Food rows for 'Schmidt Baking Company BREAD, SEEDED RYE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060147:IP4,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060147:IP5,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060147:IP6,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060152:IP4,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060152:IP5,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060152:IP6,2567169,"auto-resolved: all 2 candidate Food rows for 'ALPEN MUESLI, 14 OZ' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060157:IP4,1763341,"auto-resolved: all 2 candidate Food rows for 'Specialty Food Services Ltd. SWISS MUESLI' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060157:IP5,1763341,"auto-resolved: all 2 candidate Food rows for 'Specialty Food Services Ltd. SWISS MUESLI' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060157:IP6,1763341,"auto-resolved: all 2 candidate Food rows for 'Specialty Food Services Ltd. SWISS MUESLI' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
01060227:PHYTC-,1093409,"auto-resolved: all 6 candidate Food rows for 'Eden Foods, Inc. ORGANIC WHOLE GRAIN RYE FLAKES, ORGANIC WHOLE GRAIN' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
02010008:IP6,2527731,"auto-resolved: all 3 candidate Food rows for 'CLASSIC POTATO CHIPS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010127:PHYTCPP,1162558,"auto-resolved: all 3 candidate Food rows for 'Indian As Apple Pie WHOLE BLACK GRAM' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010145:PHYTCPPI,2203972,"auto-resolved: all 3 candidate Food rows for 'House of Spices KABULI CHANA CHICKPEAS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010148:PHYTCPPI,2203972,"auto-resolved: all 3 candidate Food rows for 'House of Spices KABULI CHANA CHICKPEAS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010151:PHYTCPPI,2203972,"auto-resolved: all 3 candidate Food rows for 'House of Spices KABULI CHANA CHICKPEAS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010153:PHYT-,2203972,"auto-resolved: all 3 candidate Food rows for 'House of Spices KABULI CHANA CHICKPEAS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010217:PHYT-,1835923,"auto-resolved: all 3 candidate Food rows for 'Unified Grocers, Inc. RED BEANS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010366:PHYTCPPD,2591108,"auto-resolved: all 2 candidate Food rows for 'Peruvian Import Company TOASTED FABA BEAN FLOUR' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010521:PHYTCPPD,2483666,"auto-resolved: all 2 candidate Food rows for 'The Carrington Tea Company LLC. LUPIN FLOUR MADE FROM LUPIN BEAN, LUPIN FLOUR' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010522:PHYTCPPD,2483666,"auto-resolved: all 2 candidate Food rows for 'The Carrington Tea Company LLC. LUPIN FLOUR MADE FROM LUPIN BEAN, LUPIN FLOUR' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010566:PPI,551557,"auto-resolved: all 4 candidate Food rows for 'Soofer Co. Inc. MUNG BEANS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010580:PPI,551557,"auto-resolved: all 4 candidate Food rows for 'Soofer Co. Inc. MUNG BEANS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03010629:PHYT-,408435,"auto-resolved: all 4 candidate Food rows for 'Casablanca MADAME GOUGOUSSE, DRIED PIGEON PEAS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020004:PHYTCPP,657146,"auto-resolved: all 3 candidate Food rows for 'Safeway, Inc. EDAMAME SHELLED' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020005:PHYTCPP,657146,"auto-resolved: all 3 candidate Food rows for 'Safeway, Inc. EDAMAME SHELLED' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020134:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020135:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020139:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020141:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020143:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020145:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020146:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020147:PHYTCPP,494869,"auto-resolved: all 4 candidate Food rows for 'Wal-Mart Stores, Inc. GREAT VALUE, 8G PROTEIN PER CUP SOYMILK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020149:PHYTCPP,395441,"auto-resolved: all 5 candidate Food rows for 'The Soy Nut Butter Co I.M. HEALTHY, SOYNUT BUTTER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020150:PHYTCPP,382825,"auto-resolved: all 5 candidate Food rows for 'The Soy Nut Butter Co I.M. HEALTHY, CREAMY SOYNUT BUTTER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
03020157:PHYTCPP,390236,"auto-resolved: all 3 candidate Food rows for 'Turtle Island Foods, Inc. TEMPEH' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
05020032:PHYTCPPI,796289,"auto-resolved: all 3 candidate Food rows for 'Fresh Fruit Cuts RED GRAPES' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
05030006:PHYTCPP,2640152,"auto-resolved: all 2 candidate Food rows for 'Paramount Foods, LLC BLACK RAISINS, BLACK' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
06010117:PHYTCPP,1834669,"auto-resolved: all 3 candidate Food rows for 'ZINT LLC MESQUITE RAW ORGANIC POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
06010162:PHYTCPPD,1831842,"auto-resolved: all 4 candidate Food rows for 'Now Health Group Inc. ORGANIC RAW SESAME SEEDS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
13030002:PHYTCPPD,601358,"auto-resolved: all 4 candidate Food rows for 'Super Store Industries COCOA POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
13030003:PHYTCPPD,601358,"auto-resolved: all 4 candidate Food rows for 'Super Store Industries COCOA POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
13030004:PHYTCPPD,601358,"auto-resolved: all 4 candidate Food rows for 'Super Store Industries COCOA POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
13030005:PHYTCPPD,601358,"auto-resolved: all 4 candidate Food rows for 'Super Store Industries COCOA POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
13030006:PHYTCPPD,601358,"auto-resolved: all 4 candidate Food rows for 'Super Store Industries COCOA POWDER' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14010002:PHYTCPPD,2534901,"auto-resolved: all 2 candidate Food rows for 'DIGESTIVE BISCUITS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14010010:IP3,474348,"auto-resolved: all 4 candidate Food rows for 'Weetabix Ltd WHOLE WHEAT CEREAL BISCUITS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14010010:IP4,474348,"auto-resolved: all 4 candidate Food rows for 'Weetabix Ltd WHOLE WHEAT CEREAL BISCUITS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14010010:IP5,474348,"auto-resolved: all 4 candidate Food rows for 'Weetabix Ltd WHOLE WHEAT CEREAL BISCUITS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14010010:IP6,474348,"auto-resolved: all 4 candidate Food rows for 'Weetabix Ltd WHOLE WHEAT CEREAL BISCUITS' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
14030007:PHYTC-,506492,"auto-resolved: all 3 candidate Food rows for 'The Toasted Oat THE TOASTED OAT, GRANOLA, NO. 4 CASHEW + APRICOT' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
15020030:PHYTCPPI,1793146,"auto-resolved: all 3 candidate Food rows for 'Colosimo Joes LLC GROUND SAUCE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020023:PHYTCPP,1144652,"auto-resolved: all 4 candidate Food rows for 'Ragozzino Foods OKRA STEW' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020029:IP5,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020029:IP5_A_IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020029:IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020029:PHYTCPP,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020030:PHYTCPP,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020031:IP5,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020031:IP5_A_IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020031:IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020031:PHYTCPP,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020032:IP5,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020032:IP5_A_IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020032:IP6,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020032:PHYTCPP,489315,"auto-resolved: all 5 candidate Food rows for 'Goya Foods, Inc. BEEF STEW WITH RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
19020033:PHYTCPPD,1995760,"auto-resolved: all 2 candidate Food rows for 'CVS Pharmacy, Inc. RED KIDNEY BEAN CURRY WITH BASMATI RICE' share identical protein_g_per_100g and FoodNutrient amounts -- the choice between them is provably inconsequential to any figure this app computes, so the lowest fdc_id was picked deterministically rather than left blocking the import"
